ear,mar,htr,label
0.3864242470466739,0.023809523809523808,0.0,0
0.43191391097460496,0.0,0.050847456765297346,0
0.17906114442158338,0.062445817068272,0.013157894563711914,0
0.446248025194674,0.0,0.11111110934744271,0
0.38869072728067233,0.06984302957695782,0.3902438929208807,0
0.700183842652891,0.1871121078899952,0.10714285522959188,0
0.3485336809716602,0.0,0.03896103845505145,0
0.33589268149453216,0.0,0.09090908953168046,0
0.27262107963044574,0.3167412472118426,0.1578947340720222,0
0.46821792093632625,0.09375,0.0,0
0.32300785827733636,0.06353193585192356,0.0,0
0.2843100767913645,0.0,0.07692307544378701,0
0.36051687320922443,0.024723408821707437,0.11111110934744271,0
0.36026576802407895,0.0,0.074626864557808,0
0.3200732057650778,0.021556530677961344,0.11999999840000003,0
0.36506863987277804,0.0,0.16393442354205864,0
0.3990464448930391,0.09805806756909202,0.0888888869135803,0
0.4206392624548049,0.2395271815268541,0.09090908953168046,1
0.30756220454556377,0.0584206237836986,0.10169491353059469,1
0.3617341941153893,1.3604750435519533,0.06382978587596201,1
0.20211087368266994,1.0640889225537489,0.12068965309155771,1
0.2286029495613307,1.104317205272749,0.12499999776785718,1
0.26018624350109576,1.2545120533304182,0.2444444390123458,1
0.26043692789836237,0.794597965012178,0.056338027375520745,1
0.2761019677643861,1.139154902613003,0.0149253729115616,1
0.29489452815468686,0.814801251656091,0.07142857015306125,1
0.2859189601660386,0.3355664249161397,0.25806451196670144,1
0.3584438421844449,0.0,0.017543859341335802,1
0.3276417779976043,1.2452815618369255,0.015624999755859379,1
0.3415987406534613,0.03571428571428571,0.056603772516909956,1
0.1384116680506575,0.6198490505484818,0.06153846059171599,1
0.3085699729977951,0.41269822778437526,0.15873015621063244,1
0.3756152199916963,1.886907460338975,0.03846153772189351,1
0.16202304882773522,0.036760731104690386,0.17307691974852077,1
0.2917639381035337,0.5975256667932075,0.08620689506539836,1
